   1.9580000e+03	   3.0000000e+00	   1.9582080e+03	   3.1571000e+02	   3.1571000e+02	   3.1462000e+02	  -1.0000000e+00	
   1.9580000e+03	   4.0000000e+00	   1.9582920e+03	   3.1745000e+02	   3.1745000e+02	   3.1529000e+02	  -1.0000000e+00	
   1.9580000e+03	   5.0000000e+00	   1.9583750e+03	   3.1750000e+02	   3.1750000e+02	   3.1471000e+02	  -1.0000000e+00	
   1.9580000e+03	   6.0000000e+00	   1.9584580e+03	  -9.9990000e+01	   3.1710000e+02	   3.1485000e+02	  -1.0000000e+00	
   1.9580000e+03	   7.0000000e+00	   1.9585420e+03	   3.1586000e+02	   3.1586000e+02	   3.1498000e+02	  -1.0000000e+00	
   1.9580000e+03	   8.0000000e+00	   1.9586250e+03	   3.1493000e+02	   3.1493000e+02	   3.1594000e+02	  -1.0000000e+00	
   1.9580000e+03	   9.0000000e+00	   1.9587080e+03	   3.1320000e+02	   3.1320000e+02	   3.1591000e+02	  -1.0000000e+00	
   1.9580000e+03	   1.0000000e+01	   1.9587920e+03	  -9.9990000e+01	   3.1266000e+02	   3.1561000e+02	  -1.0000000e+00	
   1.9580000e+03	   1.1000000e+01	   1.9588750e+03	   3.1333000e+02	   3.1333000e+02	   3.1531000e+02	  -1.0000000e+00	
   1.9580000e+03	   1.2000000e+01	   1.9589580e+03	   3.1467000e+02	   3.1467000e+02	   3.1561000e+02	  -1.0000000e+00	
   1.9590000e+03	   1.0000000e+00	   1.9590420e+03	   3.1562000e+02	   3.1562000e+02	   3.1570000e+02	  -1.0000000e+00	
   1.9590000e+03	   2.0000000e+00	   1.9591250e+03	   3.1638000e+02	   3.1638000e+02	   3.1588000e+02	  -1.0000000e+00	
   1.9590000e+03	   3.0000000e+00	   1.9592080e+03	   3.1671000e+02	   3.1671000e+02	   3.1562000e+02	  -1.0000000e+00	
   1.9590000e+03	   4.0000000e+00	   1.9592920e+03	   3.1772000e+02	   3.1772000e+02	   3.1556000e+02	  -1.0000000e+00	
   1.9590000e+03	   5.0000000e+00	   1.9593750e+03	   3.1829000e+02	   3.1829000e+02	   3.1550000e+02	  -1.0000000e+00	
   1.9590000e+03	   6.0000000e+00	   1.9594580e+03	   3.1815000e+02	   3.1815000e+02	   3.1592000e+02	  -1.0000000e+00	
   1.9590000e+03	   7.0000000e+00	   1.9595420e+03	   3.1654000e+02	   3.1654000e+02	   3.1566000e+02	  -1.0000000e+00	
   1.9590000e+03	   8.0000000e+00	   1.9596250e+03	   3.1480000e+02	   3.1480000e+02	   3.1581000e+02	  -1.0000000e+00	
   1.9590000e+03	   9.0000000e+00	   1.9597080e+03	   3.1384000e+02	   3.1384000e+02	   3.1655000e+02	  -1.0000000e+00	
   1.9590000e+03	   1.0000000e+01	   1.9597920e+03	   3.1326000e+02	   3.1326000e+02	   3.1619000e+02	  -1.0000000e+00	
   1.9590000e+03	   1.1000000e+01	   1.9598750e+03	   3.1480000e+02	   3.1480000e+02	   3.1678000e+02	  -1.0000000e+00	
   1.9590000e+03	   1.2000000e+01	   1.9599580e+03	   3.1558000e+02	   3.1558000e+02	   3.1652000e+02	  -1.0000000e+00	
   1.9600000e+03	   1.0000000e+00	   1.9600420e+03	   3.1643000e+02	   3.1643000e+02	   3.1651000e+02	  -1.0000000e+00	
   1.9600000e+03	   2.0000000e+00	   1.9601250e+03	   3.1697000e+02	   3.1697000e+02	   3.1647000e+02	  -1.0000000e+00	
   1.9600000e+03	   3.0000000e+00	   1.9602080e+03	   3.1758000e+02	   3.1758000e+02	   3.1649000e+02	  -1.0000000e+00	
   1.9600000e+03	   4.0000000e+00	   1.9602920e+03	   3.1902000e+02	   3.1902000e+02	   3.1686000e+02	  -1.0000000e+00	
   1.9600000e+03	   5.0000000e+00	   1.9603750e+03	   3.2003000e+02	   3.2003000e+02	   3.1724000e+02	  -1.0000000e+00	
   1.9600000e+03	   6.0000000e+00	   1.9604580e+03	   3.1959000e+02	   3.1959000e+02	   3.1736000e+02	  -1.0000000e+00	
   1.9600000e+03	   7.0000000e+00	   1.9605420e+03	   3.1818000e+02	   3.1818000e+02	   3.1730000e+02	  -1.0000000e+00	
   1.9600000e+03	   8.0000000e+00	   1.9606250e+03	   3.1591000e+02	   3.1591000e+02	   3.1692000e+02	  -1.0000000e+00	
   1.9600000e+03	   9.0000000e+00	   1.9607080e+03	   3.1416000e+02	   3.1416000e+02	   3.1687000e+02	  -1.0000000e+00	
   1.9600000e+03	   1.0000000e+01	   1.9607920e+03	   3.1383000e+02	   3.1383000e+02	   3.1676000e+02	  -1.0000000e+00	
   1.9600000e+03	   1.1000000e+01	   1.9608750e+03	   3.1500000e+02	   3.1500000e+02	   3.1698000e+02	  -1.0000000e+00	
   1.9600000e+03	   1.2000000e+01	   1.9609580e+03	   3.1619000e+02	   3.1619000e+02	   3.1713000e+02	  -1.0000000e+00	
   1.9610000e+03	   1.0000000e+00	   1.9610420e+03	   3.1693000e+02	   3.1693000e+02	   3.1703000e+02	  -1.0000000e+00	
   1.9610000e+03	   2.0000000e+00	   1.9611250e+03	   3.1770000e+02	   3.1770000e+02	   3.1728000e+02	  -1.0000000e+00	
   1.9610000e+03	   3.0000000e+00	   1.9612080e+03	   3.1854000e+02	   3.1854000e+02	   3.1747000e+02	  -1.0000000e+00	
   1.9610000e+03	   4.0000000e+00	   1.9612920e+03	   3.1948000e+02	   3.1948000e+02	   3.1727000e+02	  -1.0000000e+00	
   1.9610000e+03	   5.0000000e+00	   1.9613750e+03	   3.2058000e+02	   3.2058000e+02	   3.1770000e+02	  -1.0000000e+00	
   1.9610000e+03	   6.0000000e+00	   1.9614580e+03	   3.1977000e+02	   3.1977000e+02	   3.1748000e+02	  -1.0000000e+00	
   1.9610000e+03	   7.0000000e+00	   1.9615420e+03	   3.1857000e+02	   3.1857000e+02	   3.1770000e+02	  -1.0000000e+00	
   1.9610000e+03	   8.0000000e+00	   1.9616250e+03	   3.1679000e+02	   3.1679000e+02	   3.1780000e+02	  -1.0000000e+00	
   1.9610000e+03	   9.0000000e+00	   1.9617080e+03	   3.1480000e+02	   3.1480000e+02	   3.1749000e+02	  -1.0000000e+00	
   1.9610000e+03	   1.0000000e+01	   1.9617920e+03	   3.1538000e+02	   3.1538000e+02	   3.1835000e+02	  -1.0000000e+00	
   1.9610000e+03	   1.1000000e+01	   1.9618750e+03	   3.1610000e+02	   3.1610000e+02	   3.1813000e+02	  -1.0000000e+00	
   1.9610000e+03	   1.2000000e+01	   1.9619580e+03	   3.1701000e+02	   3.1701000e+02	   3.1794000e+02	  -1.0000000e+00	
